Title,Date,Source Type,Publication Title
"Oil Issues Lead Stock Prices Higher, With Push From North Testimony",7/8/1987,Historical Newspapers,Wall Street Journal
Bond Prices Again Advance Slightly As Dollar Continues Stronger Showing,7/8/1987,Historical Newspapers,Wall Street Journal
"Stock-Index Prices Rise as North Talks; Coffee Prices Finish, at a Six-Year Low",7/8/1987,Historical Newspapers,Wall Street Journal
Article 2 -- No Title,7/9/1987,Historical Newspapers,New York Times
Report That OPEC Favors Raising Price Of Oil Next Year Helps Futures Rebound,7/9/1987,Historical Newspapers,Wall Street Journal
"Industrial Average Sets a Record, Spurred by Early Foreign Buying",7/9/1987,Historical Newspapers,Wall Street Journal
Profit-Taking Hits Recent Leaders As Stock Prices End Session Mixed,7/10/1987,Historical Newspapers,Wall Street Journal
Bonds Post Second Consecutive Decline As Lack of Activity Brings Complaints,7/10/1987,Historical Newspapers,Wall Street Journal
U.S. Oil Prices Rise Above $21 a Barrel To 1½-Year High on Persian Gulf News,7/10/1987,Historical Newspapers,Wall Street Journal
Bonds Drift in Light Trading,7/10/1987,Historical Newspapers,New York Times
Soybeans Move Higher; Oil and Cattle Advance,7/10/1987,Historical Newspapers,New York Times
Oil Prices in U.S. Rise Above $21-a-Barrel Mark,7/10/1987,Historical Newspapers,The Washington Post
Livestock and Meat Fall While Cotton Advances,7/11/1987,Historical Newspapers,New York Times
Wholesale Price Increases Slow in June,7/11/1987,Historical Newspapers,The Washington Post
Producer Prices Increased 0.2% During June,7/13/1987,Historical Newspapers,Wall Street Journal
Options Contracts Become Successful In the Oil Market,7/13/1987,Historical Newspapers,Wall Street Journal
Pork Belly Prices Tumble Daily Limit; Bond Futures Surrender Friday's Gains,7/14/1987,Historical Newspapers,Wall Street Journal
Dow Off 3.02; Technology Stocks Up,7/14/1987,Historical Newspapers,New York Times
Livestock Prices Down; Pork Bellies Fall Limit,7/14/1987,Historical Newspapers,New York Times
"Stock Prices End the Day Lower Despite Rumors, Earnings News",7/14/1987,Historical Newspapers,Wall Street Journal
Bond Prices Decline in Quiet Trading As Crude Oil Causes Inflation Concern,7/14/1987,Historical Newspapers,Wall Street Journal
Report Says Indonesia Faces Challenges As Its Petroleum Industry Regroups,7/14/1987,Historical Newspapers,Wall Street Journal
Oil Contract Is Highest Since Early Last Year,7/15/1987,Historical Newspapers,New York Times
Market Place|,7/15/1987,Historical Newspapers,New York Times
Stock-Index Prices Climb Amid Rumors That U.S. Trade Gap Narrowed in May,7/15/1987,Historical Newspapers,Wall Street Journal
"Frankfurt Issues Rise Above Key Level; London Ends at Flighs, Tokyo Is Mixed",7/16/1987,Historical Newspapers,Wall Street Journal
Merchandise Trade Deficit Widened in May,7/16/1987,Historical Newspapers,Wall Street Journal
Senate Votes to Repeal Special Oil-Profits Tax,7/16/1987,Historical Newspapers,New York Times
Prices Fall on Trade Report,7/16/1987,Historical Newspapers,New York Times
Oil Above $22 a Barrel; Gulf Raid Rumors Cited,7/16/1987,Historical Newspapers,New York Times
Senate Breaks Trade Logjam,7/16/1987,Historical Newspapers,The Washington Post
Gasoline Prices Rise as Drivers Flock to Road,7/16/1987,Historical Newspapers,Wall Street Journal
"Trade Gap, Falling Dollar, Rising Oil Gang Up to Hand Bond Prices Setback",7/16/1987,Historical Newspapers,Wall Street Journal
U.S. Oil Prices Rise Above $22 a Barrel As Persian Gulf Tensions Remain High,7/16/1987,Historical Newspapers,Wall Street Journal
Second-Quarter Earnings Reports Dominate Trading as Stocks Rise,7/17/1987,Historical Newspapers,Wall Street Journal
Repeal of Tax On Windfall Oil Profit Advances,7/17/1987,Historical Newspapers,Wall Street Journal
Saudis Reject Requests for More Crude In Move to Curb Demand as Prices Rise,7/17/1987,Historical Newspapers,Wall Street Journal
Three Airlines To Raise Fares Starting Aug. 1,7/17/1987,Historical Newspapers,Wall Street Journal
"London Issues Continue to Set Records; Stocks Fall in Frankfurt, Rise in Tokyo",7/17/1987,Historical Newspapers,Wall Street Journal
Oil Prices Rise Seventh Session in a Row; Summer Pork Bellies Climb Daily Limit,7/17/1987,Historical Newspapers,Wall Street Journal
"Oil Markets: Up, but Uneasy",7/17/1987,Historical Newspapers,New York Times
"Dow Tops 2,500, Then Eases Back",7/17/1987,Historical Newspapers,New York Times
Bonds Gain in Quiet Trading,7/17/1987,Historical Newspapers,New York Times
Gold and Silver Decline; Oil Contracts Up Again,7/18/1987,Historical Newspapers,New York Times
WITH HARD TIMES LOOMING,7/19/1987,Historical Newspapers,New York Times
The Nation,7/19/1987,Historical Newspapers,New York Times
"Farms: For Migrants, No Peaches And Cream",7/19/1987,Historical Newspapers,New York Times
A Dizzying Array Of Economic Data,7/19/1987,Historical Newspapers,New York Times
Oil Price Rise Chances Currency Picture,7/20/1987,Historical Newspapers,Wall Street Journal
Soybean Prices Soar Amid a Heat Wave; Gold Gets a Boost From Japanese Buying,7/21/1987,Historical Newspapers,Wall Street Journal
Precious Metals Climb On Mideast Tensions,7/21/1987,Historical Newspapers,New York Times
Appetites of Man and Sea Otter May Prove Fatal to Plan to Save Species,7/21/1987,Historical Newspapers,New York Times
Oil Prices Plunge Below $22 a Barrel As U.S. Begins Escorts in Persian Gulf,7/22/1987,Historical Newspapers,Wall Street Journal
Amoco Profit Increased 30% In 2nd Quarter,7/22/1987,Historical Newspapers,Wall Street Journal
"Oil Contract Prices Fall, But a Recovery Is Seen",7/22/1987,Historical Newspapers,New York Times
Global Oil Prices Plummet After Flagging of Tankers,7/22/1987,Historical Newspapers,The Washington Post
Senate Votes Sweeping Trade Bill Despite Threat of Veto by Reagan,7/22/1987,Historical Newspapers,Wall Street Journal
Persian Gulf Rumors Push Oil Prices Up After Early Decline Due to Profit-Taking,7/23/1987,Historical Newspapers,Wall Street Journal
"Arco, Amerada Post Sharp Rise In Quarterly Net",7/23/1987,Historical Newspapers,Wall Street Journal
Oil and Metals Climb On Persian Gulf Rumors,7/23/1987,Historical Newspapers,New York Times
"Climbing Oil Prices Bring Sigh of Relief to Southwest, but Edginess Remains",7/23/1987,Historical Newspapers,New York Times
"Stocks Are Mixed as Some Holders Focus on Earnings, Others on Rates",7/23/1987,Historical Newspapers,Wall Street Journal
BUSINESS BRIEFS,7/24/1987,Historical Newspapers,Wall Street Journal
Oil Contract Prices Ease On Persian Gulf Rumors,7/24/1987,Historical Newspapers,New York Times
Stocks Weaken Despite Dow Gain,7/24/1987,Historical Newspapers,New York Times
Volcker to Chair Panel On Government Service,7/24/1987,Historical Newspapers,The Washington Post
Copper Prices Continue Their Advance Despite Second Jump in Comex Margins,7/24/1987,Historical Newspapers,Wall Street Journal
Texas Oil Output Low,7/25/1987,Historical Newspapers,New York Times
"Dow Shakes Off Slump, Gaining 13.39, to 2,485.33",7/25/1987,Historical Newspapers,New York Times
Crude Falls Below $21,7/25/1987,Historical Newspapers,New York Times
Exxon Net Rises 3.6% In Quarter,7/25/1987,Historical Newspapers,New York Times
"Dow Climbs 13 Points, Closes Down 24 for Week",7/25/1987,Historical Newspapers,The Washington Post
G.E.'s Radio Days Come to an End,7/26/1987,Historical Newspapers,New York Times
"Tokyo Prices Rebound With Record Rise, And Analysts Expect More Price Swings",7/27/1987,Historical Newspapers,Wall Street Journal
Exxon Earnings Advanced 3% In 2nd Quarter,7/27/1987,Historical Newspapers,Wall Street Journal
BUSINESS BRIEFS,7/28/1987,Historical Newspapers,Wall Street Journal
Cattle Prices Rise as Inventory Reports Turn Out Less Bearish Than Expected,7/28/1987,Historical Newspapers,Wall Street Journal
Stocks Rally to Record as Investors Clamor to Buy a Handful of Issues,7/29/1987,Historical Newspapers,Wall Street Journal
Texaco's Second-Quarter Net Rose 30% Due to Chapter 11 Halt on Debt Payments,7/29/1987,Historical Newspapers,Wall Street Journal
Mobil Earnings Declined 48% In 2nd Quarter,7/29/1987,Historical Newspapers,Wall Street Journal
USX Posts Net Of $149 Million For 2nd Quarter,7/29/1987,Historical Newspapers,Wall Street Journal
"U.S. Oil Prices Post Largest Rise In Five Months, Surging Past $21",7/29/1987,Historical Newspapers,Wall Street Journal
Net Up at Texaco and Chevron.,7/29/1987,Historical Newspapers,New York Times
Oil Use Reported Rising Faster Than Expected,7/29/1987,Historical Newspapers,New York Times
USX Net Income Soars; Steel Unit Posts a Profit,7/29/1987,Historical Newspapers,New York Times
Hard to Envy Greenspan,7/29/1987,Historical Newspapers,The Washington Post
Pork Prices Advance; Traders Remain Wary,7/30/1987,Historical Newspapers,New York Times
Stock-Index Prices Hit Highs as Buyers Tire of Waiting for Retreat and Rush In,7/30/1987,Historical Newspapers,Wall Street Journal
DIGEST OF EARNINGS REPORTS,7/30/1987,Historical Newspapers,Wall Street Journal
Platinum Prices Reach 2½-Month High Amid Japanese and European Demand,7/31/1987,Historical Newspapers,Wall Street Journal
"Stocks Advance to Record Heights As U.S., Foreign Demand Increases",7/31/1987,Historical Newspapers,Wall Street Journal
Nicaraguan Request for Low Oil Price Rebuffed,7/31/1987,Historical Newspapers,The Washington Post
Pork Bellies End Week At Their Contract Highs,8/1/1987,Historical Newspapers,New York Times
"In the Heat of Summer, The Market Is Sizzling",8/2/1987,Historical Newspapers,New York Times
Oil Price Rise Expected,8/3/1987,Historical Newspapers,New York Times
Rise in Oil Prices Gives Limited Hope To Long-Suffering Natural Gas Firms,8/3/1987,Historical Newspapers,Wall Street Journal
Dow Slides 14.99 on Tensions in Gulf,8/4/1987,Historical Newspapers,New York Times
U.S. Confident on Oil Supply,8/4/1987,Historical Newspapers,New York Times
Global Oil Prices Escalate on Gulf Tensions.,8/4/1987,Historical Newspapers,The Washington Post
Nicaragua Is Getting Little Foreign Aid In Righting Economic Mess It Created,8/4/1987,Historical Newspapers,Wall Street Journal
"Stocks Fall on Middle East Fears, But Oil and Mining Issues Advance",8/4/1987,Historical Newspapers,Wall Street Journal
"Oil, Gold Prices Soar on Tension In Middle East",8/4/1987,Historical Newspapers,Wall Street Journal
Foreign Currency Prices Fall Further; Crude Oil Recedes Below $22 a Barrel,8/5/1987,Historical Newspapers,Wall Street Journal
Weekly Oil Statistics,8/5/1987,Historical Newspapers,Wall Street Journal
Tokyo and London Prices Fall on Fears Over Mideast and Rates; Frankfurt Rises,8/5/1987,Historical Newspapers,Wall Street Journal
"Stock Prices Fall in Slower Trading On Profit-Taking, Mideast Worries",8/5/1987,Historical Newspapers,Wall Street Journal
Dow Off 10.36 in 2d Straight Decline,8/5/1987,Historical Newspapers,New York Times
Prices of Crude Oil Slip Amid Gulf Uncertainty,8/5/1987,Historical Newspapers,New York Times
Oil Prices Sink Amid Signs U.S. Supply Is Growing; Precious Metals Also Drop,8/6/1987,Historical Newspapers,Wall Street Journal
"Bond Prices Rally, but Many Investors Still Believe Long-Term Rates Will Rise",8/6/1987,Historical Newspapers,Wall Street Journal
Stocks Rally on Increased Trading As Oil Prices Fall and Bonds Rise,8/6/1987,Historical Newspapers,Wall Street Journal
Gold Retreats $10.25; Dollar Also Weakens,8/6/1987,Historical Newspapers,New York Times
Oil Prices Decline on Gulf Calm,8/6/1987,Historical Newspapers,New York Times
Market Place,8/7/1987,Historical Newspapers,New York Times
"27.58 Rise Puts Dow Near 2,600",8/7/1987,Historical Newspapers,New York Times
Pork Belly Prices Rise; Oil Contracts Off Again,8/7/1987,Historical Newspapers,New York Times
Economic Scene,8/7/1987,Historical Newspapers,New York Times
France Announces Ban On Iranian Oil Imports,8/7/1987,Historical Newspapers,The Washington Post
Grain and Soybean Futures Prices Fall Amid Predictions of Rain This Weekend,8/7/1987,Historical Newspapers,Wall Street Journal
Livestock and Meat Up; Oil Prices Drop Again,8/8/1987,Historical Newspapers,New York Times
"Oil, Caviar and Furs Among $612 Million in Goods Imported From Iran",8/8/1987,Historical Newspapers,The Washington Post
The Lessons in Israel's Recovery,8/9/1987,Historical Newspapers,New York Times
Merger Mania Hits Jersey Banks,8/9/1987,Historical Newspapers,New York Times
"Scarce Oil, Disputed Deals -- and a Corporate Revolt",8/9/1987,Historical Newspapers,The Washington Post
Little of Iranian Oil Reaches the U.S.,8/11/1987,Historical Newspapers,New York Times
Platinum Up Strongly; Oil Price Slide Steepens,8/11/1987,Historical Newspapers,New York Times
Oil-Rig Count Climbs,8/11/1987,Historical Newspapers,New York Times
Precious Metals Prices Rise as Miners Strike in South Africa; Oil Falls Further,8/11/1987,Historical Newspapers,Wall Street Journal
Stocks Soar to Highs as Industrials Post Their Eighth Biggest Increase,8/11/1987,Historical Newspapers,Wall Street Journal
"Stock-Index Prices Reach Highs On Strong U.S., Foreign Demand",8/12/1987,Historical Newspapers,Wall Street Journal
Stock Prices Rally as Major Indexes Set Records on Explosive Volume,8/12/1987,Historical Newspapers,Wall Street Journal
Oil Prices Spurt at Close On Technical Buying,8/12/1987,Historical Newspapers,New York Times
Oil Companies Bid Up Prices In Lease Sale,8/13/1987,Historical Newspapers,Wall Street Journal
Nigerian Stability Threatened by Schism Among Moslems,8/13/1987,Historical Newspapers,Wall Street Journal
Corn and Soybean Drop Milder Than Expected,8/13/1987,Historical Newspapers,New York Times
Oil Prices Turn Soft; Drop Seen,8/13/1987,Historical Newspapers,New York Times
"BP Posts Profit in Quarter, Cites Standard Oil Purchase",8/14/1987,Historical Newspapers,Wall Street Journal
Precious Metal prices Drop as Traders Take Their Profits and Shop for Stocks,8/14/1987,Historical Newspapers,Wall Street Journal
Oil Prices Drift Lower; Gulf Threats Discounted,8/14/1987,Historical Newspapers,New York Times
Manila Raises Gasoline Prices,8/15/1987,Historical Newspapers,New York Times
Mexico Builds Reserves to $15 Billion,8/15/1987,Historical Newspapers,The Washington Post
Industrial Production Rises 0.8% in July,8/15/1987,Historical Newspapers,The Washington Post
THE '88 ASPIRANTS,8/15/1987,Historical Newspapers,The Washington Post
A Wild Party For the Bull Market,8/16/1987,Historical Newspapers,New York Times
Oil-Import Tax Is a Dagger At State's Throat,8/16/1987,Historical Newspapers,New York Times
Moscow's Iran Gambit: Railroading A Friendship,8/16/1987,Historical Newspapers,The Washington Post
Oil Market Volatility Aids Merc,8/17/1987,Historical Newspapers,New York Times
July Industrial Output Rose Strong 0.8% As Producer Prices Increased Only 0.2%,8/17/1987,Historical Newspapers,Wall Street Journal
Honda Plans to Increase Purchases of Foreign Parts,8/18/1987,Historical Newspapers,Wall Street Journal
Oil Prices Take Biggest Plunge In Nearly a Year,8/18/1987,Historical Newspapers,Wall Street Journal
Bond Prices Fall Moderately,8/18/1987,Historical Newspapers,New York Times
U.S. Crude Falls Below $20 a Barrel,8/18/1987,Historical Newspapers,New York Times
"Industrials Rise Above 2700 Mark, But the Broader Indexes Are Quiet",8/18/1987,Historical Newspapers,Wall Street Journal
